Date,Adj Close
5/10/2011,28.33
5/11/2011,27.07
5/12/2011,27.67
5/13/2011,27.549999
5/16/2011,26.6
5/17/2011,25.959999
5/18/2011,26.35
5/19/2011,28.200001
5/20/2011,27.969999
5/23/2011,26.82
5/24/2011,26.719999
5/25/2011,28.98
5/26/2011,29.48
5/27/2011,29.549999
5/31/2011,30.139999
6/1/2011,28.52
6/2/2011,28.76
6/3/2011,30.129999
6/6/2011,28.700001
6/7/2011,28.370001
6/8/2011,27.120001
6/9/2011,27.620001
6/10/2011,27.860001
6/13/2011,28.43
6/14/2011,28.6
6/15/2011,27.32
6/16/2011,26.5
6/17/2011,26.5
6/20/2011,26.01
6/21/2011,27.530001
6/22/2011,27.209999
6/23/2011,27.709999
6/24/2011,27.57
6/27/2011,27.459999
6/28/2011,28.110001
6/29/2011,28.290001
6/30/2011,29.129999
7/1/2011,29.02
7/5/2011,29.139999
7/6/2011,28.959999
7/7/2011,29.73
7/8/2011,28.809999
7/11/2011,28.35
7/12/2011,28.17
7/13/2011,28.639999
7/14/2011,27.610001
7/15/2011,27.58
7/18/2011,27.23
7/19/2011,27.889999
7/20/2011,28.690001
7/21/2011,28.700001
7/22/2011,29.290001
7/25/2011,28.49
7/26/2011,28
7/27/2011,27.639999
7/28/2011,28.17
7/29/2011,28.17
8/1/2011,28.77
8/2/2011,27.34
8/3/2011,27.200001
8/4/2011,24.75
8/5/2011,24.24
8/8/2011,23.639999
8/9/2011,25.059999
8/10/2011,23.82
8/11/2011,25.299999
8/12/2011,26.309999
8/15/2011,26.23
8/16/2011,26.1
8/17/2011,25.83
8/18/2011,24.26
8/19/2011,22.299999
8/22/2011,21.950001
8/23/2011,22.959999
8/24/2011,23.870001
8/25/2011,23.110001
8/26/2011,23.73
8/29/2011,24.709999
8/30/2011,24.629999
8/31/2011,24.74
9/1/2011,24
9/2/2011,23.07
9/6/2011,22.940001
9/7/2011,23.84
9/8/2011,23.610001
9/9/2011,22.969999
9/12/2011,22.879999
9/13/2011,24.08
9/14/2011,24.34
9/15/2011,24.82
9/16/2011,25.799999
9/19/2011,25.77
9/20/2011,26.01
9/21/2011,25.85
9/22/2011,25.629999
9/23/2011,26.379999
9/26/2011,25.52
9/27/2011,26.190001
9/28/2011,24.59
9/29/2011,24.120001
9/30/2011,24.389999
10/3/2011,23.73
10/4/2011,23.66
10/5/2011,25.370001
10/6/2011,26.959999
10/7/2011,26.99
10/10/2011,27.879999
10/11/2011,27.610001
10/12/2011,27.799999
10/13/2011,27.940001
10/14/2011,28.049999
10/17/2011,27.42
10/18/2011,28.34
10/19/2011,27.57
10/20/2011,27.34
10/21/2011,28.030001
10/24/2011,28.549999
10/25/2011,28.25
10/26/2011,27.98
10/27/2011,28.76
10/28/2011,29.870001
10/31/2011,29.370001
11/1/2011,28.879999
11/2/2011,28.709999
11/3/2011,32.459999
11/4/2011,32.310001
11/7/2011,31.27
11/8/2011,31.84
11/9/2011,30.879999
11/10/2011,31.33
11/11/2011,33.639999
11/14/2011,33.220001
11/15/2011,33.93
11/16/2011,34.939999
11/17/2011,33.68
11/18/2011,32.599998
11/21/2011,31.76
11/22/2011,32.07
11/23/2011,31.450001
11/25/2011,31.66
11/28/2011,32.560001
11/29/2011,31.75
11/30/2011,32.740002
12/1/2011,32.599998
12/2/2011,33.299999
12/5/2011,34.419998
12/6/2011,34.869999
12/7/2011,34.189999
12/8/2011,30.889999
12/9/2011,31.040001
12/12/2011,30.41
12/13/2011,29.450001
12/14/2011,28.530001
12/15/2011,28.620001
12/16/2011,28
12/19/2011,27.75
12/20/2011,27.9
12/21/2011,27.57
12/22/2011,27.77
12/23/2011,27.9
12/27/2011,28.57
12/28/2011,28.51
12/29/2011,28.73
12/30/2011,28.559999
1/3/2012,28.08
1/4/2012,27.709999
1/5/2012,27.120001
1/6/2012,26.91
1/9/2012,27.25
1/10/2012,27.620001
1/11/2012,28.23
1/12/2012,28.25
1/13/2012,22.790001
1/17/2012,26.6
1/18/2012,26.809999
1/19/2012,26.76
1/20/2012,26.6
1/23/2012,26.77
1/24/2012,27.42
1/25/2012,27.969999
1/26/2012,28.940001
1/27/2012,29.33
1/30/2012,29.57
1/31/2012,29.07
2/1/2012,29.58
2/2/2012,30.25
2/3/2012,31.15
2/6/2012,31.799999
2/7/2012,31.6
2/8/2012,31.93
2/9/2012,32.580002
2/10/2012,31.1
2/13/2012,31.49
2/14/2012,33.169998
2/15/2012,33.599998
2/16/2012,34.18
2/17/2012,34.970001
2/21/2012,34.5
2/22/2012,34.220001
2/23/2012,34.529999
2/24/2012,33.75
2/27/2012,33.619999
2/28/2012,33.810001
2/29/2012,33.41
3/1/2012,34.41
3/2/2012,34.040001
3/5/2012,33.77
3/6/2012,33.110001
3/7/2012,33.119999
3/8/2012,33.07
3/9/2012,34.740002
3/12/2012,36.009998
3/13/2012,36.09
3/14/2012,35.290001
3/15/2012,35
3/16/2012,35.32
3/19/2012,34.98
3/20/2012,34.959999
3/21/2012,35.150002
3/22/2012,34.400002
3/23/2012,34.080002
3/26/2012,37.400002
3/27/2012,37.939999
3/28/2012,37.849998
3/29/2012,37.330002
3/30/2012,37.240002
4/2/2012,36.580002
4/3/2012,38.009998
4/4/2012,35
4/5/2012,34.48
4/9/2012,33.150002
4/10/2012,32.459999
4/11/2012,33.09
4/12/2012,33.439999
4/13/2012,33.59
4/16/2012,32.25
4/17/2012,32.240002
4/18/2012,32.66
4/19/2012,33.16
4/20/2012,33.16
4/23/2012,31.940001
4/24/2012,31.82
4/25/2012,32.91
4/26/2012,33.490002
4/27/2012,33.34
4/30/2012,33.130001
5/1/2012,33.779999
5/2/2012,33.939999
5/3/2012,32.459999
5/4/2012,31.83
5/7/2012,32.470001
5/8/2012,30.190001
5/9/2012,30.059999
5/10/2012,32.959999
5/11/2012,32.25
5/14/2012,30.059999
5/15/2012,29.43
5/16/2012,29.18
5/17/2012,28.57
5/18/2012,27.559999
5/21/2012,28.77
5/22/2012,30.799999
5/23/2012,31.02
5/24/2012,30.280001
5/25/2012,29.809999
5/29/2012,31.690001
5/30/2012,30.41
5/31/2012,29.5
6/1/2012,28.15
6/4/2012,27.879999
6/5/2012,27.91
6/6/2012,29.219999
6/7/2012,28.93
6/8/2012,30.08
6/11/2012,29.120001
6/12/2012,29.66
6/13/2012,29.77
6/14/2012,29.389999
6/15/2012,29.91
6/18/2012,31.84
6/19/2012,32.09
6/20/2012,33.779999
6/21/2012,32.189999
6/22/2012,33.790001
6/25/2012,33.110001
6/26/2012,31.610001
6/27/2012,31.959999
6/28/2012,31.41
6/29/2012,31.290001
7/2/2012,30.4
7/3/2012,30.66
7/5/2012,31.23
7/6/2012,30.99
7/9/2012,31.49
7/10/2012,31.27
7/11/2012,31.51
7/12/2012,32.700001
7/13/2012,34.25
7/16/2012,35.959999
7/17/2012,33.349998
7/18/2012,32.150002
7/19/2012,32.27
7/20/2012,31.790001
7/23/2012,30.66
7/24/2012,29.84
7/25/2012,28.950001
7/26/2012,28.129999
7/27/2012,29.51
7/30/2012,27.35
7/31/2012,27.42
8/1/2012,26.25
8/2/2012,26.1
8/3/2012,27.27
8/6/2012,28.27
8/7/2012,30.25
8/8/2012,29.09
8/9/2012,29.41
8/10/2012,29.940001
8/13/2012,31.17
8/14/2012,29.42
8/15/2012,29.4
8/16/2012,30.299999
8/17/2012,30.01
8/20/2012,29.51
8/21/2012,29.110001
8/22/2012,29.950001
8/23/2012,30.73
8/24/2012,29.5
8/27/2012,28.32
8/28/2012,28.690001
8/29/2012,28.41
8/30/2012,28.41
8/31/2012,28.52
9/4/2012,28.139999
9/5/2012,27.940001
9/6/2012,28.549999
9/7/2012,29.35
9/10/2012,27.370001
9/11/2012,27.799999
9/12/2012,28.280001
9/13/2012,29.48
9/14/2012,30.389999
9/17/2012,32.540001
9/18/2012,31.34
9/19/2012,31.049999
9/20/2012,30.9
9/21/2012,30.02
9/24/2012,30.66
9/25/2012,27.66
9/26/2012,27.540001
9/27/2012,28.49
9/28/2012,29.280001
10/1/2012,29.16
10/2/2012,29.799999
10/3/2012,29.299999
10/4/2012,29.4
10/5/2012,28.889999
10/8/2012,29.25
10/9/2012,28.370001
10/10/2012,28.4
10/11/2012,28.32
10/12/2012,27.639999
10/15/2012,27.33
10/16/2012,28.059999
10/17/2012,28.82
10/18/2012,28.040001
10/19/2012,27.74
10/22/2012,27.85
10/23/2012,28.389999
10/24/2012,27.42
10/25/2012,27.52
10/26/2012,27.379999
10/31/2012,28.129999
11/1/2012,29.25
11/2/2012,28.92
11/5/2012,31.5
11/6/2012,31.15
11/7/2012,31.540001
11/8/2012,31.309999
11/9/2012,30.32
11/12/2012,31.07
11/13/2012,31.610001
11/14/2012,31.379999
11/15/2012,30.82
11/16/2012,31.84
11/19/2012,32.919998
11/20/2012,33
11/21/2012,32.470001
11/23/2012,32.130001
11/26/2012,32.27
11/27/2012,32.150002
11/28/2012,33.23
11/29/2012,33.689999
11/30/2012,33.82
12/3/2012,34.619999
12/4/2012,33.900002
12/5/2012,33.709999
12/6/2012,33.900002
12/7/2012,34.169998
12/10/2012,34.57
12/11/2012,35.279999
12/12/2012,35.259998
12/13/2012,33.610001
12/14/2012,33.810001
12/17/2012,34.400002
12/18/2012,34.59
12/19/2012,34.610001
12/20/2012,34.43
12/21/2012,34
12/24/2012,34.279999
12/26/2012,33.59
12/27/2012,33.689999
12/28/2012,33.220001
12/31/2012,33.869999
1/2/2013,35.360001
1/3/2013,34.77
1/4/2013,34.400002
1/7/2013,34.34
1/8/2013,33.68
1/9/2013,33.639999
1/10/2013,33.529999
1/11/2013,32.91
1/14/2013,33.259998
1/15/2013,33.900002
1/16/2013,34.099998
1/17/2013,34.380001
1/18/2013,34.52
1/22/2013,35.189999
1/23/2013,36
1/24/2013,36.990002
1/25/2013,36.98
1/28/2013,38.029999
1/29/2013,37.950001
1/30/2013,37.52
1/31/2013,37.509998
2/1/2013,38.299999
2/4/2013,37.740002
2/5/2013,38.130001
2/6/2013,39.169998
2/7/2013,39.48
2/8/2013,39.240002
2/11/2013,38.419998
2/12/2013,37.889999
2/13/2013,38.450001
2/14/2013,38.27
2/15/2013,37.040001
2/19/2013,39.279999
2/20/2013,38.540001
2/21/2013,35.16
2/22/2013,36.110001
2/25/2013,34.380001
2/26/2013,34.43
2/27/2013,35.099998
2/28/2013,34.830002
3/1/2013,34.650002
3/4/2013,35.580002
3/5/2013,36.650002
3/6/2013,37.689999
3/7/2013,38.23
3/8/2013,38.470001
3/11/2013,39.099998
3/12/2013,39.119999
3/13/2013,38.98
3/14/2013,36.849998
3/15/2013,35.290001
3/18/2013,35.150002
3/19/2013,35.080002
3/20/2013,35.950001
3/21/2013,36.009998
3/22/2013,36.619999
3/25/2013,37.529999
3/26/2013,37.860001
3/27/2013,38.16
3/28/2013,37.889999
4/1/2013,43.93
4/2/2013,44.34
4/3/2013,41.099998
4/4/2013,42.009998
4/5/2013,41.369999
4/8/2013,41.830002
4/9/2013,40.5
4/10/2013,41.860001
4/11/2013,43.59
4/12/2013,43.75
4/15/2013,43.299999
4/16/2013,45.59
4/17/2013,45.450001
4/18/2013,46.970001
4/19/2013,47.830002
4/22/2013,50.189999
4/23/2013,51.009998
4/24/2013,50.43
4/25/2013,52
4/26/2013,51.200001
4/29/2013,54.939999
4/30/2013,53.990002
5/1/2013,53.279999
5/2/2013,54.110001
5/3/2013,54.549999
5/6/2013,59.5
5/7/2013,55.509998
5/8/2013,55.790001
5/9/2013,69.400002
5/10/2013,76.760002
5/13/2013,87.800003
5/14/2013,83.239998
5/15/2013,84.839996
5/16/2013,92.25
5/17/2013,91.5
5/20/2013,89.940002
5/21/2013,87.589996
5/22/2013,87.239998
5/23/2013,92.730003
5/24/2013,97.080002
5/28/2013,110.330002
5/29/2013,104.629997
5/30/2013,104.949997
5/31/2013,97.760002
6/3/2013,92.589996
6/4/2013,94.839996
6/5/2013,95.370003
6/6/2013,97.349998
6/7/2013,102.040001
6/10/2013,100.050003
6/11/2013,94.470001
6/12/2013,97.730003
6/13/2013,98.18
6/14/2013,100.300003
6/17/2013,102.199997
6/18/2013,103.389999
6/19/2013,104.68
6/20/2013,100.650002
6/21/2013,99.550003
6/24/2013,101.489998
6/25/2013,102.400002
6/26/2013,105.720001
6/27/2013,109.25
6/28/2013,107.360001
7/1/2013,117.18
7/2/2013,117.82
7/3/2013,115.239998
7/5/2013,120.089996
7/8/2013,121.610001
7/9/2013,123.449997
7/10/2013,122.269997
7/11/2013,125.610001
7/12/2013,129.899994
7/15/2013,127.260002
7/16/2013,109.050003
7/17/2013,120.25
7/18/2013,119.029999
7/19/2013,119.68
7/22/2013,122.43
7/23/2013,122.739998
7/24/2013,121.699997
7/25/2013,124.07
7/26/2013,129.389999
7/29/2013,134.619995
7/30/2013,131.740005
7/31/2013,134.279999
8/1/2013,135.550003
8/2/2013,138
8/5/2013,144.679993
8/6/2013,142.149994
8/7/2013,134.229996
8/8/2013,153.479996
8/9/2013,153
8/12/2013,147.380005
8/13/2013,145.429993
8/14/2013,139.360001
8/15/2013,139.669998
8/16/2013,142
8/19/2013,144.899994
8/20/2013,149.580002
8/21/2013,147.860001
8/22/2013,157.100006
8/23/2013,161.839996
8/26/2013,164.220001
8/27/2013,167.009995
8/28/2013,166.449997
8/29/2013,166.059998
8/30/2013,169
9/3/2013,168.940002
9/4/2013,170.619995
9/5/2013,169.929993
9/6/2013,166.970001
9/9/2013,160.699997
9/10/2013,166.369995
9/11/2013,163.520004
9/12/2013,164.929993
9/13/2013,165.539993
9/16/2013,166.580002
9/17/2013,166.229996
9/18/2013,166.220001
9/19/2013,177.919998
9/20/2013,183.389999
9/23/2013,181.110001
9/24/2013,182.330002
9/25/2013,185.240005
9/26/2013,188.639999
9/27/2013,190.899994
9/30/2013,193.369995
10/1/2013,193
10/2/2013,180.949997
10/3/2013,173.309998
10/4/2013,180.979996
10/7/2013,183.070007
10/8/2013,174.729996
10/9/2013,168.779999
10/10/2013,172.929993
10/11/2013,178.699997
10/14/2013,179.720001
10/15/2013,183.940002
10/16/2013,183.559998
10/17/2013,182.800003
10/18/2013,183.399994
10/21/2013,172.600006
10/22/2013,171.539993
10/23/2013,164.5
10/24/2013,173.149994
10/25/2013,169.660004
10/28/2013,162.860001
10/29/2013,164.470001
10/30/2013,159.220001
10/31/2013,159.940002
11/1/2013,162.169998
11/4/2013,175.199997
11/5/2013,176.809998
11/6/2013,151.160004
11/7/2013,139.770004
11/8/2013,137.949997
11/11/2013,144.699997
11/12/2013,137.800003
11/13/2013,138.699997
11/14/2013,137.600006
11/15/2013,135.449997
11/18/2013,121.580002
11/19/2013,126.089996
11/20/2013,121.110001
11/21/2013,122.099998
11/22/2013,121.379997
11/25/2013,120.839996
11/26/2013,120.5
11/27/2013,126.940002
11/29/2013,127.279999
12/2/2013,124.169998
12/3/2013,144.699997
12/4/2013,138.949997
12/5/2013,140.479996
12/6/2013,137.360001
12/9/2013,141.600006
12/10/2013,142.190002
12/11/2013,139.649994
12/12/2013,147.470001
12/13/2013,147.649994
12/16/2013,147.940002
12/17/2013,152.460007
12/18/2013,147.979996
12/19/2013,140.720001
12/20/2013,143.240005
12/23/2013,143.550003
12/24/2013,151.410004
12/26/2013,155.5
12/27/2013,151.119995
12/30/2013,152.440002
12/31/2013,150.429993
1/2/2014,150.100006
1/3/2014,149.559998
1/6/2014,147
1/7/2014,149.360001
1/8/2014,151.279999
1/9/2014,147.529999
1/10/2014,145.720001
1/13/2014,139.339996
1/14/2014,161.270004
1/15/2014,164.130005
1/16/2014,170.970001
1/17/2014,170.009995
1/21/2014,176.679993
1/22/2014,178.559998
1/23/2014,181.5
1/24/2014,174.600006
1/27/2014,169.619995
1/28/2014,178.380005
1/29/2014,175.229996
1/30/2014,182.839996
1/31/2014,181.410004
2/3/2014,177.110001
2/4/2014,178.729996
2/5/2014,174.419998
2/6/2014,178.380005
2/7/2014,186.529999
2/10/2014,196.559998
2/11/2014,196.619995
2/12/2014,195.320007
2/13/2014,199.630005
2/14/2014,198.229996
2/18/2014,203.699997
2/19/2014,193.639999
2/20/2014,209.970001
2/21/2014,209.600006
2/24/2014,217.649994
2/25/2014,248
2/26/2014,253
2/27/2014,252.539993
2/28/2014,244.809998
3/3/2014,250.559998
3/4/2014,254.839996
3/5/2014,252.660004
3/6/2014,252.940002
3/7/2014,246.210007
3/10/2014,238.839996
3/11/2014,234.410004
3/12/2014,241.490005
3/13/2014,237.789993
3/14/2014,230.970001
3/17/2014,233.979996
3/18/2014,240.039993
3/19/2014,235.839996
3/20/2014,234.910004
3/21/2014,228.889999
3/24/2014,220.169998
3/25/2014,220.440002
3/26/2014,212.960007
3/27/2014,207.320007
3/28/2014,212.369995
3/31/2014,208.449997
4/1/2014,216.970001
4/2/2014,230.289993
4/3/2014,225.399994
4/4/2014,212.229996
4/7/2014,207.520004
4/8/2014,215.460007
4/9/2014,216.929993
4/10/2014,204.190002
4/11/2014,203.779999
4/14/2014,198.089996
4/15/2014,193.910004
4/16/2014,199.110001
4/17/2014,198.119995
4/21/2014,204.380005
4/22/2014,218.639999
4/23/2014,207.990005
4/24/2014,207.860001
4/25/2014,199.850006
4/28/2014,198.509995
4/29/2014,206.919998
4/30/2014,207.889999
5/1/2014,207.729996
5/2/2014,210.910004
5/5/2014,216.610001
5/6/2014,207.279999
5/7/2014,201.350006
5/8/2014,178.589996
5/9/2014,182.259995
5/12/2014,184.669998
5/13/2014,190.160004
5/14/2014,190.619995
5/15/2014,188.589996
5/16/2014,191.559998
5/19/2014,196.089996
5/20/2014,195.300003
5/21/2014,199.449997
5/22/2014,204.880005
5/23/2014,207.300003
5/27/2014,211.559998
5/28/2014,210.240005
5/29/2014,210.240005
5/30/2014,207.770004
6/2/2014,204.699997
6/3/2014,204.940002
6/4/2014,203.990005
6/5/2014,206.899994
6/6/2014,208.169998
6/9/2014,205.309998
6/10/2014,202.300003
6/11/2014,204.470001
6/12/2014,203.520004
6/13/2014,206.419998
6/16/2014,224.610001
6/17/2014,231.669998
